method,body_mult,atr_mult,fvg_atr_pct,rr_ratio,total_trades,win_count,loss_count,win_rate,avg_win_pct,avg_loss_pct,actual_rr,total_pnl_pct,max_drawdown_pct,expectancy
body,2.0,,20,2.0,161,58,103,36.02,1.3835,0.8859,1.56,-11.01,-14.6,-0.0684
body,2.0,,30,2.0,127,45,82,35.43,1.4695,0.9427,1.56,-11.18,-12.66,-0.088
body,2.0,,30,2.0,127,45,82,35.43,1.4695,0.9427,1.56,-11.18,-12.66,-0.088
body,2.0,,30,2.0,127,45,82,35.43,1.4695,0.9427,1.56,-11.18,-12.66,-0.088
body,2.0,,30,2.0,127,45,82,35.43,1.4695,0.9427,1.56,-11.18,-12.66,-0.088
body,2.5,,30,2.0,102,33,69,32.35,1.6888,0.9933,1.7,-12.81,-15.3,-0.1256
body,2.5,,30,2.0,102,33,69,32.35,1.6888,0.9933,1.7,-12.81,-15.3,-0.1256
body,2.5,,30,2.0,102,33,69,32.35,1.6888,0.9933,1.7,-12.81,-15.3,-0.1256
body,2.5,,30,2.0,102,33,69,32.35,1.6888,0.9933,1.7,-12.81,-15.3,-0.1256
atr,,1.0,20,2.0,156,55,101,35.26,1.3504,0.867,1.56,-13.29,-15.77,-0.0852
atr,,1.0,20,2.0,156,55,101,35.26,1.3504,0.867,1.56,-13.29,-15.77,-0.0852
atr,,1.0,20,2.0,156,55,101,35.26,1.3504,0.867,1.56,-13.29,-15.77,-0.0852
atr,,1.0,20,2.0,156,55,101,35.26,1.3504,0.867,1.56,-13.29,-15.77,-0.0852
body,2.0,,10,2.0,186,68,118,36.56,1.3247,0.8765,1.51,-13.35,-16.52,-0.0718
body,2.0,,10,2.0,186,68,118,36.56,1.3247,0.8765,1.51,-13.35,-16.52,-0.0718
body,2.0,,10,2.0,186,68,118,36.56,1.3247,0.8765,1.51,-13.35,-16.52,-0.0718
body,2.0,,10,2.0,186,68,118,36.56,1.3247,0.8765,1.51,-13.35,-16.52,-0.0718
atr,,1.0,10,2.0,182,67,115,36.81,1.2813,0.8673,1.48,-13.89,-19.83,-0.0763
atr,,1.0,10,2.0,182,67,115,36.81,1.2813,0.8673,1.48,-13.89,-19.83,-0.0763
atr,,1.0,10,2.0,182,67,115,36.81,1.2813,0.8673,1.48,-13.89,-19.83,-0.0763
atr,,1.0,10,2.0,182,67,115,36.81,1.2813,0.8673,1.48,-13.89,-19.83,-0.0763
body,2.5,,20,2.0,124,39,85,31.45,1.6008,0.9241,1.73,-16.12,-18.09,-0.13
body,2.5,,20,2.0,124,39,85,31.45,1.6008,0.9241,1.73,-16.12,-18.09,-0.13
body,2.5,,20,2.0,124,39,85,31.45,1.6008,0.9241,1.73,-16.12,-18.09,-0.13
body,2.5,,20,2.0,124,39,85,31.45,1.6008,0.9241,1.73,-16.12,-18.09,-0.13
body,2.5,,10,2.0,139,43,96,30.94,1.5665,0.9202,1.7,-20.98,-21.52,-0.1509
body,2.5,,10,2.0,139,43,96,30.94,1.5665,0.9202,1.7,-20.98,-21.52,-0.1509
body,2.5,,10,2.0,139,43,96,30.94,1.5665,0.9202,1.7,-20.98,-21.52,-0.1509
body,2.5,,10,2.0,139,43,96,30.94,1.5665,0.9202,1.7,-20.98,-21.52,-0.1509
